"","season","week","player_id","player_name","player_display_name","position","position_group","team","headshot_url","n","performance_score"
"6478",2023,8,"00-0036479","K.Paye","Kwity Paye","DE","DL","IND","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/fcvpxtgqkimjwjsjcpwq",31,53.2450213250577
"6479",2023,8,"00-0036480","D.Odeyingbo","Dayo Odeyingbo","DE","DL","IND","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/adsbcrdwnspjtsncl5y2",28,36.954903445479
"6480",2023,8,"00-0036843","I.Loudermilk","Isaiahh Loudermilk","DE","DL","PIT","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pba4pz874vn5eh9eacz1",21,18.6220329700334
"6481",2023,8,"00-0036850","C.Sample","Cam Sample","DE","DL","CIN","https://static.www.nfl.com/image/private/f_auto,q_auto/league/kvkvhvbvcebjkevxjdhd",28,32.943416385186
"6482",2023,8,"00-0036867","C.Rumph","Chris Rumph","DE","DL","LAC","https://static.www.nfl.com/image/private/f_auto,q_auto/league/slxpcfx13kwpdoxrnjic",19,26.7361507020361
"6483",2023,8,"00-0036914","G.Rousseau","Gregory Rousseau","DE","DL","BUF","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/br77inyaslxmg9u3lnjq",39,56.6664700324382
"6484",2023,8,"00-0036932","M.Parsons","Micah Parsons","DE","DL","DAL","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hqoqx0waptpv7cxzk3hi",42,90.6258140138232
"6485",2023,8,"00-0036948","T.Graham","Ta'Quon Graham","DE","DL","ATL","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/guxpxgrm0ulryqybspna",24,22.4843126682919
"6486",2023,8,"00-0036982","C.Golston","Chauncey Golston","DE","DL","DAL","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tma9abjy3eatxzlu49ps",29,23.3447268255852
"6487",2023,8,"00-0036989","M.Koonce","Malcolm Koonce","DE","DL","LV","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/atu00hjn2ugn533cylay",13,27.2943447878867
"6488",2023,8,"00-0037083","K.Enagbare","Kingsley Enagbare","DE","DL","GB","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xv0eqdwifojuzp6qsykm",20,36.3332683682993
"6489",2023,8,"00-0037192","G.Karlaftis","George Karlaftis","DE","DL","KC","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zmfn3xnvv9w7gu3x9ubr",27,43.7016116150378
"6490",2023,8,"00-0037203","L.Ray","LaBryan Ray","DE","DL","CAR","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ubtdigfqxxwktkyqkmvy",2,9.79191204529556
"6491",2023,8,"00-0037235","T.Walker","Travon Walker","DE","DL","JAX","https://static.www.nfl.com/image/private/f_auto,q_auto/league/u578pgqmortimghxzgev",24,41.0302024870488
"6492",2023,8,"00-0037236","A.Hutchinson","Aidan Hutchinson","DE","DL","DET","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/cq1xzlvlcvssuucj3jfv",23,62.1145603339878
"6493",2023,8,"00-0037665","S.Williams","Sam Williams","DE","DL","DAL","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/imtg25iiyxaxegsypdru",17,40.3861660805732
"6494",2023,8,"00-0037759","D.Leal","DeMarvin Leal","DE","DL","PIT","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/fushytafw3abvkjewbqa",12,24.1976445147601
"6495",2023,8,"00-0037815","C.Thomas","Cameron Thomas","DE","DL","ARI","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xqe85xjvxbji8qtmag52",20,25.9882717081699
"6496",2023,8,"00-0038096","J.Paschal","Josh Paschal","DE","DL","DET","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/cu4msshr9uspguaggw2c",9,37.6585120308964
"6497",2023,8,"00-0038107","M.Clemons","Micheal Clemons","DE","DL","NYJ","https://static.www.nfl.com/image/private/f_auto,q_auto/league/updhjnquszg3nlmfry8b",20,29.0548805675681
"6498",2023,8,"00-0038541","T.Wilson","Tyree Wilson","DE","DL","LV","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/j9oaanjxzxyevcgw5x1o",6,26.2025708904973
"6499",2023,8,"00-0038546","M.Murphy","Myles Murphy","DE","DL","CIN","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/mkssyscywnlyrppp4si9",2,48.9263435418995
"6500",2023,8,"00-0038980","Z.Harrison","Zach Harrison","DE","DL","ATL","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/l2ba3aq4cxoav4x7bsuc",6,15.0043743158721
"6501",2023,8,"00-0039006","F.Anudike-Uzomah","Felix Anudike-Uzomah","DE","DL","KC","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/v4ujy0agxqi9yoozynj1",6,29.6057995078267
"6502",2023,8,"00-0039009","D.Horton","Dylan Horton","DE","DL","HOU","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/li6mvattt359o3coqj2l",5,23.098780799525
"6503",2023,8,"00-0039063","C.Kancey","Calijah Kancey","DE","DL","TB","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/skltqfos40auedo1vhau",3,42.1457832182086
"6504",2023,8,"00-0039108","W.Anderson","Will Anderson","DE","DL","HOU","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ljotxifz4kwcbvye1klk",6,49.2895846424833
"6505",2023,8,"00-0039111","T.Tuipulotu","Tuli Tuipulotu","DE","DL","LAC","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wo6ubn05sspmtz96wock",6,58.1797852738245
"6506",2023,8,"00-0039112","L.Van Ness","Lukas Van Ness","DE","DL","GB","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/lwxkikrpqtiyvgewy6mp",5,33.1121355012189
"6507",2023,8,"00-0039143","I.Foskey","Isaiah Foskey","DE","DL","NO","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/d1mpqbunaek44eu49yvy",3,19.1288463591936
"6508",2023,8,"00-0039148","K.White","Keion White","DE","DL","NE","https://static.www.nfl.com/image/private/f_auto,q_auto/league/rjc9qgamwszqabbidwla",4,11.5425872291514
"6509",2023,9,"00-0026190","C.Campbell","Calais Campbell","DE","DL","ATL","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/dmgqjt7qihxkze7iuajf",36,45.9003581287778
"6510",2023,9,"00-0027865","B.Graham","Brandon Graham","DE","DL","PHI","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/e6iqegrredwqev7qx81m",23,55.3685930109464
"6511",2023,9,"00-0027881","J.Hughes","Jerry Hughes","DE","DL","HOU","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/holacsltnj1mvxkeqgp0",38,41.0908210643702
"6512",2023,9,"00-0027962","C.Jordan","Cameron Jordan","DE","DL","NO","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wxcyaqstm1qguagtp1ye",39,65.9694014046438
"6513",2023,9,"00-0031040","K.Mack","Khalil Mack","DE","DL","LAC","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xgd2ujsu1yhfa0aulchw",32,69.6520642809615
"6514",2023,9,"00-0031254","D.Autry","Denico Autry","DE","DL","TEN","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pafmcnd47wgvl8q1kulm",35,68.7111103511659
"6515",2023,9,"00-0031411","D.Lawrence","Demarcus Lawrence","DE","DL","DAL","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qzgz3zr1nmhxy0fiaqes",33,59.0661981889087
"6516",2023,9,"00-0031500","E.Obada","Efe Obada","DE","DL","WAS","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/i5zeos5e8jhwupjnlsri",25,35.1680759903369
"6517",2023,9,"00-0031565","D.Hunter","Danielle Hunter","DE","DL","MIN","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hsgq2reivph5rd48rq4p",33,88.0554124047626
"6518",2023,9,"00-0031576","Z.Smith","Za'Darius Smith","DE","DL","CLE","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/l5t51lcflhhfvxhr1sx3",26,58.3629310685676
"6519",2023,9,"00-0031795","D.Williams","DeShawn Williams","DE","DL","CAR","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/oomwiwcodj3uwrbd4bug",36,29.9044091658673
"6520",2023,9,"00-0031935","P.Smith","Preston Smith","DE","DL","GB","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/euesbavo3qc6kzxcu5mb",36,68.464425962972
"6521",2023,9,"00-0032416","Q.Jefferson","Quinton Jefferson","DE","DL","NYJ","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gledu9ppvddrbnqlpdmk",42,43.6166214307639
"6522",2023,9,"00-0032889","A.Robinson","A'Shawn Robinson","DE","DL","NYG","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/erkfjohq7j2kqigny727",37,31.4521952542087
"6523",2023,9,"00-0033072","L.Floyd","Leonard Floyd","DE","DL","BUF","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/nfkjp8qksxbnenougfzt",44,62.5048812075896
"6524",2023,9,"00-0033093","J.Bullard","Jonathan Bullard","DE","DL","MIN","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/shtrimq73t4hqsojvxcf",29,22.9436979384589
"6525",2023,9,"00-0033096","S.Lawson","Shaq Lawson","DE","DL","BUF","https://static.www.nfl.com/image/private/f_auto,q_auto/league/p2vm0nb8vtpc9urat9zo",35,31.7327040487038
"6526",2023,9,"00-0033123","Y.Ngakoue","Yannick Ngakoue","DE","DL","CHI","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ivskxqgndid0umkimrdw",34,61.3936388446394
"6527",2023,9,"00-0033156","J.Bosa","Joey Bosa","DE","DL","LAC","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/mlrnkg2xcymq7ilodar5",28,64.111617862495
"6528",2023,9,"00-0033868","M.Garrett","Myles Garrett","DE","DL","CLE","https://static.www.nfl.com/image/private/f_auto,q_auto/league/y33rmtjxhgil7cjcftlc",40,95.5484146327976
"6529",2023,9,"00-0033902","T.Kpassagnon","Tanoh Kpassagnon","DE","DL","NO","https://static.www.nfl.com/image/private/f_auto,q_auto/league/ilr1bs7qesfq7fryeetc",24,39.7085654907268
"6530",2023,9,"00-0033935","T.Hendrickson","Trey Hendrickson","DE","DL","CIN","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/oggkxhesq0dxedudmr66",44,73.6379297941293
"6531",2023,9,"00-0033945","S.Ebukam","Samson Ebukam","DE","DL","IND","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/puuebkvbsos1ei2inl4f",42,50.5780934836968
"6532",2023,9,"00-0033947","D.Wise","Deatrich Wise","DE","DL","NE","https://static.www.nfl.com/image/private/f_auto,q_auto/league/bxwmlzyorjsos6w7g2x6",42,39.974099052122
"6533",2023,9,"00-0034163","J.Martin","Jake Martin","DE","DL","IND","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gomvduedkl0i9icpg8rk",29,33.5017614834692
"6534",2023,9,"00-0034285","Z.Sieler","Zach Sieler","DE","DL","MIA","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pgedeuarqv0kiuiwmx60",43,47.6363223445881
"6535",2023,9,"00-0034359","T.Lewis","Tyquan Lewis","DE","DL","IND","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zkgrzoirn6xwnzbe37d7",21,38.4389318616167
"6536",2023,9,"00-0034371","D.Hand","Da'Shawn Hand","DE","DL","MIA","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/kfqjvikghst4yp3i6dme",6,15.7848947588799
"6537",2023,9,"00-0034373","D.Armstrong","Dorance Armstrong","DE","DL","DAL","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/cdapnpgtde1mdf7r8l5e",40,46.6910602861207
"6538",2023,9,"00-0034805","J.Franklin-Myers","John Franklin-Myers","DE","DL","NYJ","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/o4agbudunlqlmbcuc0ta",39,41.929793913167
"6539",2023,9,"00-0034807","O.Okoronkwo","Ogbonnia Okoronkwo","DE","DL","CLE","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tcekeb87zekakqll93ib",36,43.5459216762586
"6540",2023,9,"00-0034831","R.Green","Rasheem Green","DE","DL","CHI","https://static.www.nfl.com/image/private/f_auto,q_auto/league/q5a4fmrm2xxioqe5ijpi",40,38.1467803427451
"6541",2023,9,"00-0034834","S.Hubbard","Sam Hubbard","DE","DL","CIN","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/eoodwerhenaqvcaqm29t",45,68.0895478809704
"6542",2023,9,"00-0034967","R.Gary","Rashan Gary","DE","DL","GB","https://static.www.nfl.com/image/private/f_auto,q_auto/league/t4clz4xe8sfxszmvohfo",33,71.7292088966721
"6543",2023,9,"00-0034973","M.Crosby","Maxx Crosby","DE","DL","LV","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/j5dphk7ntlwa3hciktfx",43,84.9314083337229
"6544",2023,9,"00-0035279","C.Omenihu","Charles Omenihu","DE","DL","KC","https://static.www.nfl.com/image/private/f_auto,q_auto/league/n7hyavaepvuienrmh9bi",34,38.064041091052
"6545",2023,9,"00-0035343","J.Ledbetter","Jonathan Ledbetter","DE","DL","ARI","https://static.www.nfl.com/image/private/f_auto,q_auto/league/vipmbrcixn2huexfkobd",15,27.7810397237685
"6546",2023,9,"00-0035402","C.Granderson","Carl Granderson","DE","DL","NO","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xe17ud7n1ofomz8kk3ke",35,53.7294929984099
"6547",2023,9,"00-0035647","M.Sweat","Montez Sweat","DE","DL","CHI","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ftcyuaiwxjmivippsrpy",34,71.26394868646
"6548",2023,9,"00-0035674","J.Tillery","Jerry Tillery","DE","DL","LV","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/adiuyaw2t6yelrqt6imd",35,30.4737545207863
"6549",2023,9,"00-0035678","D.Jones","Dre'Mont Jones","DE","DL","SEA","https://static.www.nfl.com/image/private/f_auto,q_auto/league/jtymiyxibjaktdm0h9by",36,46.960361063531
"6550",2023,9,"00-0035944","J.Williams","Jonah Williams","DE","DL","LA","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gnujz4p4sshj5xv6nmjp",22,22.4046162612288
"6551",2023,9,"00-0036081","B.Washington","Broderick Washington","DE","DL","BAL","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/emh0zmsonamylgrr7hmv",34,27.044654254896
"6552",2023,9,"00-0036151","B.Huff","Bryce Huff","DE","DL","NYJ","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/f7d7rc4mrzkppwgqezin",26,40.1368810957944
"6553",2023,9,"00-0036192","A.Epenesa","A.J. Epenesa","DE","DL","BUF","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/cuvz6epit4d0o8grclqm",35,42.3839275190927
"6554",2023,9,"00-0036220","D.Brown","Derrick Brown","DE","DL","CAR","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/fkykzylv1irnfjijbwrw",40,37.1889256191928
"6555",2023,9,"00-0036351","J.Smith-Williams","James Smith-Williams","DE","DL","WAS","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/y7za6udwmac12c8hmvwh",32,34.6254943302369
"6556",2023,9,"00-0036378","M.Danna","Michael Danna","DE","DL","KC","https://static.www.nfl.com/image/private/f_auto,q_auto/league/oiywq8es1rm2rjnpbouw",38,46.9852990068513
"6557",2023,9,"00-0036403","C.Toohill","Casey Toohill","DE","DL","WAS","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/coyl0v90radu8roiklzo",34,28.7730816973836
"6558",2023,9,"00-0036413","D.Taylor","Darrell Taylor","DE","DL","SEA","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jwqkgt11sltsuc8ryccu",34,57.6205349901285
"6559",2023,9,"00-0036479","K.Paye","Kwity Paye","DE","DL","IND","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/fcvpxtgqkimjwjsjcpwq",32,53.3358471798766
"6560",2023,9,"00-0036480","D.Odeyingbo","Dayo Odeyingbo","DE","DL","IND","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/adsbcrdwnspjtsncl5y2",29,36.6591642142317
"6561",2023,9,"00-0036843","I.Loudermilk","Isaiahh Loudermilk","DE","DL","PIT","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pba4pz874vn5eh9eacz1",22,18.5725953573878
"6562",2023,9,"00-0036850","C.Sample","Cam Sample","DE","DL","CIN","https://static.www.nfl.com/image/private/f_auto,q_auto/league/kvkvhvbvcebjkevxjdhd",29,32.5105085574258
"6563",2023,9,"00-0036867","C.Rumph","Chris Rumph","DE","DL","LAC","https://static.www.nfl.com/image/private/f_auto,q_auto/league/slxpcfx13kwpdoxrnjic",20,26.5013552079355
"6564",2023,9,"00-0036902","J.Ossai","Joseph Ossai","DE","DL","CIN","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wgi2zlnisv68z3ksdj5h",18,30.2902159624922
"6565",2023,9,"00-0036914","G.Rousseau","Gregory Rousseau","DE","DL","BUF","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/br77inyaslxmg9u3lnjq",40,56.5911214238693
"6566",2023,9,"00-0036932","M.Parsons","Micah Parsons","DE","DL","DAL","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hqoqx0waptpv7cxzk3hi",43,91.8161116543264
"6567",2023,9,"00-0036948","T.Graham","Ta'Quon Graham","DE","DL","ATL","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/guxpxgrm0ulryqybspna",25,22.4849793653181
"6568",2023,9,"00-0036982","C.Golston","Chauncey Golston","DE","DL","DAL","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tma9abjy3eatxzlu49ps",30,23.04871474971
"6569",2023,9,"00-0036989","M.Koonce","Malcolm Koonce","DE","DL","LV","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/atu00hjn2ugn533cylay",14,27.9579116741962
"6570",2023,9,"00-0037083","K.Enagbare","Kingsley Enagbare","DE","DL","GB","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xv0eqdwifojuzp6qsykm",21,35.9381903912312
"6571",2023,9,"00-0037192","G.Karlaftis","George Karlaftis","DE","DL","KC","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zmfn3xnvv9w7gu3x9ubr",28,49.0053449757975
"6572",2023,9,"00-0037203","L.Ray","LaBryan Ray","DE","DL","CAR","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ubtdigfqxxwktkyqkmvy",3,13.2203463660644
"6573",2023,9,"00-0037431","K.Jonathan","Kingsley Jonathan","DE","DL","BUF","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/bqknndwhdjnpkzp9h59r",6,21.9167609681233
"6574",2023,9,"00-0037665","S.Williams","Sam Williams","DE","DL","DAL","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/imtg25iiyxaxegsypdru",18,38.4035160590032
"6575",2023,9,"00-0037711","J.Pharms","Jeremiah Pharms","DE","DL","NE","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hrdyerettrkbgusjbpa7",1,9.79191204529556
"6576",2023,9,"00-0037759","D.Leal","DeMarvin Leal","DE","DL","PIT","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/fushytafw3abvkjewbqa",13,23.7353929513588
"6577",2023,9,"00-0037815","C.Thomas","Cameron Thomas","DE","DL","ARI","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xqe85xjvxbji8qtmag52",21,25.3260565222231
"6578",2023,9,"00-0038541","T.Wilson","Tyree Wilson","DE","DL","LV","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/j9oaanjxzxyevcgw5x1o",7,24.8803106082274
"6579",2023,9,"00-0038581","K.Henry","K.J. Henry","DE","DL","WAS",NA,NA,42.92682746538
"6580",2023,9,"00-0038635","A.Jones","Andre Jones","DE","DL","WAS",NA,NA,42.92682746538
"6581",2023,9,"00-0038737","I.Land","Isaiah Land","DE","DL","IND","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qouum3yddh78mdgzhvgv",1,9.79191204529556
"6582",2023,9,"00-0038980","Z.Harrison","Zach Harrison","DE","DL","ATL","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/l2ba3aq4cxoav4x7bsuc",7,14.2703834458571
"6583",2023,9,"00-0039009","D.Horton","Dylan Horton","DE","DL","HOU","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/li6mvattt359o3coqj2l",6,20.9634140497229
"6584",2023,9,"00-0039063","C.Kancey","Calijah Kancey","DE","DL","TB","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/skltqfos40auedo1vhau",4,31.7353421664893
